0.136632 0.149111 0.156763 0.64483
0.847474 0.848879 0.340192 0.853699
0.150877 0.150572 0.150934 0.647345
0.345985 0.853765 0.352149 0.351732
0.642039 0.864306 0.35502 0.153804
0.649977 0.846313 0.349518 0.144672
0.143356 0.153277 0.142514 0.648248
0.34408 0.840264 0.338345 0.346604
0.348628 0.849528 0.353327 0.339662
0.149409 0.148928 0.152349 0.645523
0.145541 0.143722 0.161721 0.640599
0.651208 0.843415 0.341794 0.151304
0.646707 0.845137 0.351658 0.144515
0.34851 0.842677 0.350531 0.357462
0.64968 0.857363 0.355377 0.158569
0.153051 0.156421 0.156115 0.647964
0.852147 0.840412 0.356748 0.842218
0.850085 0.854179 0.357137 0.836283
0.849429 0.843166 0.341167 0.858864
0.149538 0.16098 0.151292 0.652065
0.645181 0.850552 0.344382 0.144425
0.355493 0.83433 0.348633 0.338162
0.157056 0.162424 0.151681 0.653008
0.344295 0.854624 0.346148 0.345884
0.150049 0.152309 0.150655 0.65737
0.851665 0.844595 0.339569 0.84127
0.850751 0.844246 0.35528 0.833546
0.857254 0.844366 0.354398 0.850615
0.65481 0.841196 0.353005 0.152236
0.64723 0.842557 0.349916 0.153252
0.157093 0.1502 0.153777 0.646123
0.652665 0.84463 0.356631 0.150275
0.849946 0.857572 0.341041 0.843525
0.339441 0.861082 0.347487 0.351434
0.65093 0.838258 0.355704 0.154868
0.35329 0.851969 0.341695 0.336908
0.852962 0.855328 0.340935 0.850921
0.850359 0.844731 0.362136 0.843624
0.150376 0.156654 0.158367 0.64013
0.364235 0.860771 0.353291 0.356341
0.84149 0.839649 0.352029 0.848471
0.854481 0.854084 0.345761 0.857482
0.854835 0.845821 0.345719 0.853899
0.649984 0.846538 0.340692 0.149512
0.349464 0.842014 0.358575 0.359056
0.640035 0.847418 0.346211 0.148596
0.862402 0.850086 0.3392 0.84714
0.64571 0.842354 0.346066 0.148527
0.150246 0.143179 0.153572 0.644265
0.651563 0.84233 0.342585 0.153692
0.145168 0.141798 0.15934 0.643857
0.653962 0.851629 0.351067 0.150803
0.860976 0.854922 0.350095 0.845994
0.351967 0.841094 0.351307 0.341969
0.851269 0.840509 0.359049 0.847283
0.355405 0.853832 0.35902 0.350054
0.138691 0.148726 0.152899 0.641994
0.337808 0.857219 0.341851 0.355048
0.334737 0.853607 0.350543 0.347102
0.853868 0.83747 0.351186 0.861409
0.64642 0.853705 0.348616 0.152518
0.353132 0.844785 0.353399 0.349246
0.648659 0.84257 0.359803 0.157433
0.85616 0.842894 0.349381 0.853357
0.843119 0.847823 0.343606 0.854667
0.842929 0.849706 0.339906 0.849654
0.652294 0.845617 0.350362 0.147875
0.152473 0.146025 0.141485 0.64975
0.648352 0.845206 0.341913 0.132587
0.154212 0.151197 0.151027 0.655224
0.142461 0.152211 0.157444 0.65386
0.857899 0.84935 0.345464 0.843217
0.64766 0.851909 0.363051 0.154742
0.159038 0.15998 0.160919 0.64896
0.342934 0.852488 0.349723 0.354163
0.66096 0.841503 0.343233 0.136671
0.84825 0.84892 0.350606 0.854195
0.834679 0.852928 0.357385 0.856083
