0.853814 0.847259 0.351623 0.355289
0.344152 0.648728 0.142119 0.856273
0.845852 0.845876 0.339902 0.354754
0.653453 0.849978 0.846659 0.861641
0.350284 0.645924 0.136369 0.838631
0.348951 0.65566 0.161996 0.855367
0.638378 0.862018 0.849127 0.85285
0.654682 0.852593 0.845676 0.851861
0.643924 0.859338 0.853126 0.854044
0.153026 0.848828 0.352506 0.347516
0.144922 0.853179 0.355974 0.344581
0.641507 0.855194 0.855992 0.841649
0.642924 0.857907 0.837242 0.842272
0.642011 0.854973 0.850364 0.839198
0.862537 0.856689 0.363592 0.355014
0.84936 0.857033 0.351872 0.342301
0.167767 0.848667 0.35397 0.349178
0.136859 0.852081 0.354237 0.34781
0.153037 0.836585 0.355679 0.345751
0.352467 0.658148 0.139241 0.840743
0.849091 0.857844 0.340965 0.354281
0.662186 0.850434 0.855724 0.844039
0.358314 0.650035 0.153712 0.842347
0.655684 0.847062 0.854464 0.86171
0.64972 0.84651 0.851697 0.843675
0.35693 0.641181 0.143443 0.848935
0.15074 0.856579 0.341011 0.346749
0.851124 0.852185 0.348912 0.352676
0.351318 0.649653 0.144956 0.848427
0.663445 0.838182 0.843737 0.859796
0.655455 0.846869 0.859335 0.856912
0.647712 0.839139 0.850383 0.846089
0.346596 0.654807 0.141187 0.848209
0.35157 0.653164 0.145339 0.849138
0.34172 0.644097 0.15076 0.8404
0.145213 0.849293 0.36029 0.347505
0.153957 0.83763 0.340385 0.349957
0.846936 0.84803 0.343358 0.340302
0.85318 0.853583 0.358679 0.354598
0.852562 0.849051 0.357093 0.349291
0.854227 0.848655 0.340335 0.357
0.845519 0.856261 0.34783 0.363379
0.640917 0.855409 0.856796 0.840833
0.839419 0.855085 0.344025 0.349406
0.842323 0.864282 0.342648 0.349834
0.34986 0.653013 0.152861 0.85778
0.645919 0.847355 0.849801 0.843774
0.653803 0.834647 0.85141 0.854444
0.150643 0.849025 0.351703 0.355624
0.654925 0.843699 0.853058 0.853263
0.140271 0.847981 0.349728 0.347063
0.64203 0.85139 0.847303 0.85437
0.354168 0.651829 0.159326 0.841572
0.648699 0.846677 0.853815 0.860231
0.646316 0.844995 0.849703 0.850766
0.652475 0.84475 0.85178 0.836231
0.653421 0.847602 0.838681 0.852571
0.355229 0.63977 0.146209 0.845416
0.858313 0.844457 0.353014 0.358362
0.360439 0.64109 0.151723 0.860446
0.851163 0.847669 0.354458 0.349236
0.645867 0.85593 0.842553 0.854181
0.341247 0.634553 0.145177 0.84575
0.148475 0.84201 0.358179 0.34116
0.649993 0.84945 0.842716 0.840276
0.351495 0.649828 0.145814 0.856046
0.345076 0.647548 0.160642 0.85199
0.347599 0.646132 0.139661 0.851434
0.342422 0.647019 0.146736 0.848157
0.860244 0.837871 0.340159 0.360923
0.359109 0.661789 0.14602 0.858457
0.350806 0.647215 0.153748 0.843713
0.647144 0.867278 0.844339 0.846831
0.359453 0.653226 0.153903 0.844676
0.361244 0.652702 0.149244 0.838179
0.65738 0.847679 0.85135 0.849758
0.1519 0.849747 0.353678 0.358634
0.355547 0.640144 0.154041 0.835418
0.8551 0.853439 0.352239 0.348061
0.352034 0.657612 0.149001 0.84895
0.845217 0.855826 0.351543 0.339063
0.357183 0.649633 0.1569 0.855689
0.137918 0.861691 0.343714 0.347259
0.160183 0.843269 0.350793 0.35097
0.34507 0.656795 0.150054 0.839473
0.154375 0.857994 0.350953 0.343109
0.342528 0.652299 0.154756 0.860109
0.853818 0.846784 0.347372 0.343732
0.353595 0.659371 0.151399 0.850288
0.353094 0.646564 0.16272 0.862513
0.648568 0.845698 0.847423 0.84123
0.641072 0.853211 0.846569 0.844391
0.85866 0.854024 0.349919 0.355473
0.650123 0.85203 0.862123 0.859854
0.848449 0.847522 0.349737 0.339371
0.647642 0.846929 0.849669 0.852733
0.361588 0.644914 0.148362 0.855559
0.842706 0.868384 0.354702 0.345645
0.149727 0.841224 0.348676 0.354139
0.65603 0.860926 0.857675 0.851667
0.349625 0.653621 0.15212 0.849503
0.147952 0.846703 0.344607 0.344073
0.144715 0.850381 0.343422 0.355995
0.354463 0.65401 0.145662 0.848446
0.650941 0.855048 0.853025 0.864453
