0.148842 0.135769 0.347568 0.837487 0.855882
0.137481 0.640149 0.152923 0.855065 0.347838
0.842977 0.350441 0.341333 0.149367 0.353472
0.156638 0.646812 0.146753 0.852574 0.351663
0.148989 0.155271 0.355201 0.846629 0.857123
0.847929 0.659271 0.839291 0.152069 0.648178
0.1524 0.152154 0.343607 0.845962 0.855347
0.849218 0.658831 0.840534 0.149741 0.650731
0.147383 0.137194 0.355115 0.854963 0.846404
0.848537 0.649235 0.845639 0.859317 0.156533
0.159884 0.641066 0.863312 0.143312 0.646309
0.848948 0.652153 0.85243 0.86285 0.1465
0.84814 0.344689 0.351357 0.151225 0.330074
0.850757 0.348475 0.362356 0.14696 0.346532
0.150119 0.154598 0.350908 0.84486 0.854285
0.152779 0.642392 0.858434 0.154882 0.649854
0.153819 0.640648 0.149496 0.849269 0.349336
0.150108 0.648456 0.854649 0.161316 0.649911
0.855299 0.352302 0.353106 0.155385 0.351598
0.142881 0.149652 0.353762 0.846666 0.844986
0.652451 0.851262 0.844088 0.152441 0.136678
0.154205 0.637692 0.153357 0.850828 0.346566
0.146535 0.648223 0.850902 0.151999 0.648741
0.653825 0.844862 0.855653 0.157422 0.143361
0.84539 0.656876 0.844741 0.14971 0.657033
0.847521 0.652292 0.847051 0.151877 0.638319
0.645365 0.856877 0.854228 0.140307 0.159852
0.855879 0.354816 0.335194 0.143921 0.354492
0.841877 0.350588 0.352326 0.14632 0.345208
0.65337 0.852996 0.85101 0.145709 0.152843
0.151452 0.650272 0.842544 0.155805 0.657427
0.154755 0.644532 0.858424 0.144576 0.639001
0.650163 0.849292 0.851041 0.151482 0.15458
0.861439 0.651084 0.859778 0.15017 0.647415
0.855525 0.654866 0.849956 0.150223 0.647281
0.844506 0.664987 0.841888 0.840614 0.15176
0.152528 0.155171 0.345086 0.847978 0.846852
0.853663 0.645438 0.855775 0.852716 0.148688
0.155255 0.653046 0.140534 0.852671 0.343632
0.143538 0.645442 0.152621 0.841664 0.351479
0.138155 0.654015 0.851727 0.161744 0.658241
0.649333 0.851201 0.847478 0.150983 0.149752
0.150363 0.143166 0.357408 0.850531 0.838164
0.84562 0.348011 0.352535 0.149208 0.358839
0.158006 0.646928 0.847502 0.146099 0.644932
0.14345 0.649322 0.150186 0.852846 0.340109
0.846774 0.649783 0.845419 0.838308 0.151441
0.843312 0.651717 0.837418 0.15485 0.655346
0.852486 0.650166 0.850543 0.858594 0.156258
0.855759 0.655899 0.851395 0.853054 0.157912
0.850144 0.644142 0.847182 0.149709 0.649928
0.152828 0.65293 0.849006 0.145919 0.655538
0.150002 0.640737 0.159787 0.855146 0.341301
0.842606 0.647671 0.849471 0.8472 0.155718
0.854836 0.657946 0.857048 0.841772 0.141502
0.650831 0.850446 0.852474 0.145303 0.153408
0.859854 0.651988 0.845913 0.848998 0.153304
0.152169 0.146769 0.358031 0.850859 0.856948
0.650389 0.84187 0.84507 0.144574 0.140923
0.848018 0.644275 0.840957 0.846169 0.152356
0.844761 0.347609 0.348178 0.156719 0.334023
0.163304 0.654772 0.15021 0.846522 0.345935
0.84595 0.651204 0.85545 0.156111 0.652164
0.146285 0.650458 0.856501 0.152382 0.653488
0.859355 0.353681 0.358399 0.158625 0.352075
0.144643 0.651624 0.856486 0.146685 0.658322
0.1431 0.153314 0.354433 0.841389 0.845457
0.643966 0.853461 0.849501 0.148099 0.150809
0.149237 0.650684 0.854087 0.15143 0.649985
0.160292 0.646855 0.142716 0.851657 0.36002
0.859215 0.341029 0.353787 0.152194 0.336106
0.861118 0.355665 0.351137 0.158651 0.337091
0.155889 0.645609 0.14721 0.858943 0.339903
0.842914 0.65134 0.852307 0.148447 0.650258
0.150724 0.650941 0.147307 0.843768 0.344956
0.149446 0.655274 0.155899 0.846065 0.350274
0.144901 0.150083 0.359493 0.851716 0.854972
0.848642 0.357716 0.357778 0.132703 0.358448
0.644012 0.838185 0.849558 0.139586 0.143625
0.142223 0.64156 0.153234 0.860262 0.361283
0.141846 0.657258 0.154652 0.853034 0.354868
0.848537 0.652049 0.849603 0.156818 0.636722
0.142964 0.647665 0.85092 0.156676 0.651107
0.654512 0.839152 0.847861 0.161944 0.152207
0.854774 0.357592 0.361814 0.146172 0.357698
0.848817 0.649744 0.842191 0.139148 0.65611
0.860421 0.657796 0.858191 0.832458 0.155439
0.839612 0.646678 0.853413 0.156346 0.651563
0.848652 0.649932 0.838474 0.85982 0.141705
0.848101 0.349615 0.349017 0.145095 0.345849
0.842643 0.648541 0.844249 0.151092 0.640485
0.145864 0.1459 0.343624 0.855068 0.848609
0.845171 0.360627 0.354847 0.160901 0.347668
0.154051 0.156848 0.344997 0.84989 0.842392
0.636673 0.840243 0.848961 0.148207 0.157464
0.844998 0.644797 0.851506 0.846955 0.159665
0.841115 0.649306 0.853741 0.14032 0.64024
0.148291 0.655974 0.846332 0.154427 0.661865
0.154716 0.648316 0.162995 0.850833 0.346606
0.652627 0.855799 0.858261 0.151444 0.16007
0.152745 0.145478 0.35413 0.854013 0.853688
0.839963 0.646863 0.849525 0.13466 0.648232
0.858522 0.655843 0.849639 0.145367 0.64434
0.842391 0.345521 0.341932 0.15972 0.361379
0.855807 0.651761 0.848205 0.837305 0.149156
0.151684 0.647901 0.154857 0.853838 0.349524
0.837747 0.663558 0.840119 0.147198 0.652925
0.854493 0.649006 0.855472 0.140169 0.643719
0.853013 0.651144 0.852316 0.854806 0.140138
0.844257 0.659356 0.847284 0.153072 0.649502
0.140552 0.163806 0.356123 0.852509 0.846616
0.85251 0.656557 0.862352 0.153799 0.647967
0.150111 0.653587 0.845037 0.14566 0.648825
0.14661 0.645466 0.157254 0.843753 0.348895
0.147771 0.644061 0.143168 0.847387 0.352849
0.847809 0.648716 0.845311 0.849049 0.145993
0.847685 0.35163 0.345736 0.141661 0.347752
0.152619 0.663093 0.150641 0.856891 0.351123
0.854035 0.662968 0.848351 0.150642 0.64501
0.855813 0.641771 0.838879 0.84228 0.141892
0.149462 0.653028 0.150648 0.844604 0.358689
0.850055 0.659722 0.844685 0.854689 0.146835
0.149809 0.655621 0.145203 0.843195 0.347167
0.849049 0.351078 0.345642 0.157558 0.353134
0.847031 0.645246 0.842795 0.846095 0.147134
0.146441 0.641557 0.849303 0.146753 0.652568
0.847482 0.653 0.843449 0.145354 0.646656
0.854366 0.653387 0.845109 0.153431 0.65611
0.851782 0.346304 0.344639 0.14189 0.33738
0.153431 0.150827 0.355728 0.856321 0.843669
0.655845 0.843581 0.84378 0.144173 0.141907
0.162347 0.154545 0.355079 0.850339 0.858025
0.162306 0.656644 0.145897 0.852169 0.356899
0.864872 0.350054 0.349192 0.155353 0.343074
0.644432 0.85425 0.847831 0.155681 0.143093
0.651238 0.839278 0.848669 0.143173 0.151298
0.161596 0.643326 0.153114 0.854811 0.347582
0.154192 0.144014 0.349893 0.838743 0.854123
0.851001 0.652404 0.849431 0.853714 0.149934
0.852276 0.349123 0.348821 0.152563 0.348294
0.648281 0.845707 0.846582 0.15285 0.13334
0.155475 0.645406 0.162319 0.849391 0.344955
0.145486 0.641446 0.855653 0.143434 0.663419
0.85703 0.641276 0.846856 0.851527 0.131661
0.853261 0.651909 0.840368 0.847987 0.148629
0.852635 0.661442 0.85059 0.861549 0.141292
0.14559 0.65707 0.848702 0.151615 0.649623
0.657143 0.846169 0.848067 0.143006 0.159701
0.852989 0.650882 0.851496 0.852372 0.157051
0.655511 0.838054 0.850418 0.15792 0.151384
0.155682 0.636549 0.8494 0.154899 0.651162
0.148907 0.647834 0.843276 0.1457 0.648715
0.150013 0.658038 0.841368 0.151453 0.635424
0.161593 0.652842 0.852737 0.158302 0.652245
0.147737 0.653187 0.855713 0.155065 0.649338
0.853533 0.351714 0.358794 0.14357 0.362867
0.852443 0.632812 0.839478 0.860254 0.150408
0.654777 0.857003 0.845787 0.145447 0.146777
0.865842 0.656166 0.844569 0.143772 0.643208
0.156703 0.649938 0.151764 0.849451 0.337706
0.647091 0.847135 0.842475 0.15884 0.146396
0.137689 0.156697 0.347822 0.854125 0.856706
0.149995 0.641918 0.84857 0.154523 0.650894
0.84502 0.650767 0.853435 0.143539 0.665683
0.150678 0.646479 0.848189 0.156536 0.65691
0.148266 0.157862 0.340366 0.84848 0.855004
0.835717 0.658509 0.839262 0.856713 0.153703
0.153448 0.643256 0.159282 0.846106 0.35003
0.853491 0.65212 0.865198 0.840189 0.150566
0.853503 0.640093 0.855457 0.147071 0.646513
0.162097 0.663709 0.150687 0.856041 0.355685
0.642596 0.847727 0.849756 0.140008 0.151987
0.844924 0.34589 0.354022 0.151881 0.362687
0.144927 0.146111 0.359518 0.856725 0.858896
0.849476 0.648467 0.853639 0.848713 0.149467
0.848286 0.654682 0.85394 0.849606 0.153642
0.857274 0.650457 0.855941 0.144604 0.652949
0.162974 0.645688 0.150664 0.847726 0.358184
0.145363 0.147951 0.353243 0.853811 0.841084
0.144742 0.654139 0.841787 0.151103 0.647451
0.838369 0.346186 0.350344 0.158133 0.356033
0.151576 0.161232 0.35846 0.844463 0.847744
0.840913 0.347583 0.357692 0.148791 0.34749
0.1514 0.646362 0.148551 0.857928 0.350982
0.860807 0.651186 0.841203 0.85607 0.152589
0.847707 0.35443 0.347994 0.138709 0.346151
0.844215 0.663744 0.853079 0.854429 0.151133
0.849274 0.340047 0.338815 0.153735 0.340188
0.859265 0.657403 0.849006 0.153247 0.644421
0.144254 0.155089 0.350273 0.852455 0.850301
0.642045 0.845398 0.857691 0.155103 0.145792
0.655867 0.843396 0.855032 0.159947 0.147211
0.148272 0.144405 0.346117 0.858552 0.84857
0.151313 0.153006 0.361019 0.844017 0.84922
0.841399 0.648666 0.850517 0.850285 0.153366
0.145319 0.153413 0.360373 0.853239 0.861332
0.147215 0.136878 0.345469 0.859692 0.848037
0.850317 0.649533 0.855157 0.846799 0.145066
0.147859 0.162198 0.347538 0.858071 0.844526
0.148452 0.664676 0.149502 0.859013 0.351609
0.143203 0.651249 0.143011 0.837045 0.355994
0.857 0.349731 0.353048 0.146294 0.343428
0.141529 0.646858 0.15345 0.847437 0.354018
0.648077 0.848378 0.867192 0.153956 0.142727
0.153939 0.146116 0.360446 0.846868 0.842713
0.659756 0.845513 0.855308 0.141016 0.148314
0.148303 0.662365 0.157375 0.846224 0.351312
0.640263 0.846138 0.853109 0.147194 0.150593
0.145804 0.147949 0.352069 0.849801 0.836649
0.860273 0.645779 0.85027 0.145646 0.638167
0.155123 0.653813 0.852515 0.156576 0.65216
0.854512 0.647809 0.841779 0.160696 0.648109
0.159045 0.140268 0.356748 0.848345 0.858599
0.837902 0.654336 0.849777 0.837141 0.160216
0.856592 0.650518 0.846257 0.853829 0.155628
0.145167 0.657201 0.147308 0.856778 0.341975
0.153022 0.15234 0.350434 0.84916 0.845674
0.853975 0.654136 0.856628 0.158944 0.652047
0.146327 0.64596 0.839975 0.144618 0.642985
0.131805 0.642931 0.856949 0.159357 0.648765
0.150117 0.646096 0.852309 0.149787 0.64057
0.855394 0.635064 0.841125 0.158056 0.661071
0.150375 0.157075 0.348556 0.838554 0.852885
0.151821 0.644451 0.857388 0.140571 0.647008
0.154947 0.645971 0.14494 0.862872 0.34522
0.164004 0.148378 0.343581 0.856473 0.860963
0.15016 0.644599 0.850701 0.146933 0.654708
0.150755 0.144935 0.348327 0.850702 0.844191
0.148695 0.14428 0.352311 0.849185 0.861114
0.158719 0.647188 0.145389 0.84961 0.357837
0.850347 0.354632 0.344868 0.164935 0.356143
0.151042 0.642669 0.151603 0.855798 0.341388
0.844582 0.644998 0.848459 0.848171 0.1543
0.145486 0.147958 0.349728 0.860025 0.8483
0.845307 0.352583 0.350086 0.161097 0.34569
0.84765 0.644934 0.868093 0.848051 0.13689
0.149917 0.655703 0.148385 0.836907 0.348537
0.64175 0.846996 0.856114 0.144051 0.15452
0.157296 0.152997 0.363094 0.844749 0.857581
0.861521 0.650596 0.849152 0.853886 0.142329
0.850731 0.650843 0.852506 0.146592 0.650383
0.136009 0.645585 0.144801 0.855292 0.344833
0.844319 0.35108 0.346533 0.151525 0.339278
0.155935 0.646555 0.841291 0.149554 0.655762
0.850849 0.648491 0.851664 0.843591 0.145194
0.856475 0.354041 0.347219 0.156008 0.3559
0.15048 0.137709 0.346695 0.861374 0.84926
0.155375 0.66259 0.852167 0.152253 0.651405
0.857597 0.644387 0.839464 0.851677 0.156767
0.850569 0.358652 0.34956 0.15633 0.350523
0.844504 0.661807 0.85176 0.150249 0.649886
0.148829 0.652666 0.153292 0.834103 0.352622
0.147766 0.152779 0.355356 0.85367 0.851209
0.148867 0.656722 0.153232 0.852547 0.331927
0.146589 0.663576 0.141582 0.847764 0.346791
0.850501 0.663583 0.844243 0.157961 0.64058
0.840835 0.655591 0.862412 0.836423 0.15004
0.154356 0.14435 0.340139 0.850377 0.859071
0.143673 0.147311 0.347136 0.85427 0.860566
0.862151 0.352108 0.333327 0.147629 0.350622
0.152753 0.652423 0.14557 0.845807 0.358173
0.849772 0.652206 0.852236 0.156495 0.649835
0.146255 0.638001 0.849216 0.146811 0.650444
0.152273 0.65983 0.153661 0.859584 0.355637
0.145119 0.151523 0.345886 0.852229 0.85456
0.661305 0.847189 0.864293 0.143518 0.154649
0.85078 0.643788 0.845884 0.841227 0.158255
0.846485 0.644339 0.848262 0.149832 0.641421
0.648538 0.840659 0.844228 0.148242 0.145299
0.833637 0.640944 0.854587 0.149967 0.649047
0.143753 0.147041 0.347517 0.843016 0.844971
0.840145 0.659388 0.845792 0.152464 0.657195
0.852383 0.339678 0.347763 0.150084 0.352945
0.147312 0.646966 0.149925 0.855451 0.353438
0.647078 0.838764 0.845255 0.154366 0.146312
0.843703 0.647485 0.84967 0.155677 0.659159
0.857693 0.64913 0.84655 0.853776 0.15335
0.852305 0.638512 0.854961 0.155843 0.654627
0.143978 0.662139 0.842933 0.139279 0.653331
0.856771 0.354458 0.353074 0.149792 0.347971
0.145209 0.646023 0.145092 0.844312 0.353025
0.161232 0.64667 0.858259 0.162159 0.656461
0.145896 0.14625 0.33791 0.858128 0.846189
0.156728 0.648376 0.846438 0.158871 0.659503
0.150752 0.642893 0.847067 0.147724 0.649424
0.84539 0.656689 0.839754 0.149422 0.646872
0.65326 0.848404 0.849597 0.149706 0.151418
0.641991 0.853699 0.855249 0.154619 0.153702
